tests_done,type1_easy,type1_medium,type1_hard,type2_easy,type2_medium,type2_hard,type3_easy,type3_medium,type3_hard,type4_easy,type4_medium,type4_hard,type5_easy,type5_medium,type5_hard
3,0.02,0.015342999119613907,0.008766688497560998,0.17,0.15913442041742903,0.14835325600638233,0.86,0.6211094413519105,0.5930107419176883,0.4,0.39164169431173645,0.2565100465279467,0.98,0.9368248420131934,0.8106794288843916
5,0.44,0.4200877394760676,0.23835387248449835,0.78,0.7029473089265018,0.5749919353638615,0.03,0.028351497385612986,0.024237761463649456,0.52,0.38397520651752326,0.3748047663187436,0.56,0.5392604630764025,0.34807446453771473
3,0.17,0.1436046948188435,0.12533019327840733,0.95,0.8830854553521628,0.5502830934129497,0.12,0.08825219955092996,0.07083120609352553,0.57,0.5471892345676544,0.3423535759751465,0.22,0.2198895819207139,0.21661035678814722
3,0.04,0.031207212155127246,0.017851079274551054,0.61,0.594715444203409,0.5190224258525225,0.87,0.7958010685758139,0.6167632170427413,0.19,0.1520223904457844,0.138103692682074,0.71,0.5714879030342292,0.5003565818649145
1,0.66,0.5909718137834403,0.48343898076603653,0.77,0.6840129432039542,0.493760102154562,0.16,0.11708789450391605,0.09898382367977954,0.34,0.3266536135704215,0.24243153350748597,0.4,0.36557202389849514,0.20984615278587598
17,0.79,0.5564991457953146,0.49832250722962423,0.86,0.8224814558422537,0.5654810750491525,0.06,0.04877197301550034,0.034646346205670454,0.9,0.6744842225922174,0.6191213467938167,0.49,0.4283174791757428,0.3599489734828903
13,0.29,0.22828871166103956,0.1503248565735593,0.91,0.7776604925522261,0.5641443612841508,0.17,0.15580968812018997,0.11103565366632323,0.42,0.3713051409813459,0.3704684438406492,0.81,0.8011465488968307,0.5396427138730532
7,0.61,0.4563483096182974,0.2666937968807081,0.36,0.2944381369313422,0.25624639087936196,0.93,0.8263625428343729,0.689222175828361,0.29,0.26227646881370814,0.15352310391043655,0.24,0.18002548845623043,0.1710430003155598
2,0.56,0.5372978402012893,0.4086415933519313,0.91,0.9089704346928821,0.86478342424762,0.55,0.4132562064492168,0.3924000343853804,0.59,0.5183627110548944,0.4347584344070903,0.95,0.707685951963883,0.6862448944629425
18,0.01,0.007392233079708916,0.005138695357405455,0.4,0.37388484459186705,0.3639472885696101,0.14,0.10063004336883007,0.08821383313459782,0.14,0.1136993177236253,0.05760525668667524,0.68,0.5335840385861083,0.4811523594895222
19,0.59,0.5499882697494503,0.4689235904872987,0.57,0.5588815955417294,0.4760335107208161,0.11,0.0778053358670221,0.04875026494112711,0.86,0.7463992381879992,0.7350167539946351,0.77,0.6992833202574261,0.4865628584202037
17,0.42,0.4165146476367047,0.33360566402516667,0.59,0.44562650611153376,0.32705356085500564,0.3,0.21763546830731137,0.17918583475783437,0.92,0.7886163584415428,0.4368387225023528,0.42,0.3977230007150477,0.23294714996753252
3,0.75,0.6340125475881364,0.5422898012806048,0.01,0.007135808859576784,0.0053010890450723635,0.46,0.3265377285868069,0.29368386772335076,0.73,0.7083625624147296,0.4039889076198571,0.72,0.5529860940181558,0.445873845660004
7,0.91,0.6385075621136689,0.4374902067737878,0.25,0.19927416283819077,0.11624736941086619,0.58,0.5797007434209562,0.2950488269277487,0.96,0.6830690569990701,0.4205824218654952,0.74,0.5189293233990738,0.2905759010689031
4,0.3,0.2811001006997158,0.16872040773614747,0.49,0.44392143416159613,0.30109850405828686,0.14,0.11657220896104317,0.11193647270674019,0.49,0.46874933921667516,0.41041793721782177,0.48,0.46139669525572524,0.2594165916039385
19,0.84,0.7898512205599044,0.5530700998280629,0.92,0.794660308063907,0.5295416508750737,0.6,0.4468009856411326,0.2893802526949633,0.88,0.8186564663835136,0.5433896310829114,0.28,0.22302043233427638,0.17198078534877723
17,0.1,0.09640842808057375,0.07158844686438505,0.94,0.8364757416459103,0.6503902394923526,0.08,0.07065261032542458,0.04303904492107183,0.62,0.4647234472029737,0.2426151417389348,0.24,0.20156774770804692,0.14335280869157163
13,0.19,0.1440669796116326,0.11008118106827969,0.7,0.5204847263441056,0.37086741718633637,0.71,0.5510705159851518,0.29203966789869507,0.11,0.10327348429756898,0.07340429977375999,0.95,0.7868791120823729,0.726919621173574
7,0.64,0.5533096980908745,0.3773777438427651,0.07,0.054586819151243665,0.027406108756166628,0.71,0.6344621178921191,0.4930369338483265,0.91,0.6677035723392243,0.44606903486926613,0.47,0.37944515935433293,0.29982361642121413
15,0.85,0.6289241710193604,0.4329298476768373,0.9,0.8946295316722865,0.7043057818634737,0.98,0.8807988095490946,0.7716662822899556,0.87,0.8280063031483695,0.6729986291569827,0.3,0.25082296343233634,0.14312322854696716
7,0.7,0.6382441818115847,0.4179508385099944,0.83,0.6611669714830121,0.6506202384622347,0.39,0.301727707837853,0.20654311893705882,0.16,0.11536821371237194,0.0607345096297469,0.91,0.7185159587792107,0.43066033934654047
13,0.5,0.438517233183367,0.4117948918190474,0.59,0.4713333181377197,0.4335002818159739,0.01,0.009382095228804307,0.0048485356963263275,0.17,0.14997060785796243,0.09804576194409398,0.12,0.10159321877245855,0.08468086187412718
17,0.02,0.016593885380158904,0.014537101094388723,0.04,0.03069668872228312,0.02888701817548447,0.76,0.6400363813520205,0.36799403804199027,0.61,0.5280970048489312,0.4809203071501046,0.67,0.6510908566315186,0.6493188902716975
2,0.72,0.5643620014897656,0.492763623166635,0.8,0.6138158725474736,0.44679664003302194,0.04,0.0326592708168397,0.02848072006626289,0.3,0.2250048055841139,0.13363384607079024,0.16,0.11910548649818949,0.11742964035364928
2,0.04,0.03655994279552349,0.03384383167412957,0.35,0.33999677511944604,0.1981989904798278,0.96,0.8104013295184401,0.7762379829461035,0.13,0.09886113251908803,0.08907571570763054,0.78,0.6262970253866602,0.5628952085300936
13,0.72,0.5197881200849165,0.5061863310565751,0.76,0.6210706246104,0.6082399145661784,0.74,0.6554621149203735,0.42796132671606835,0.13,0.09992654472809887,0.06860938724978835,0.92,0.8910776042649363,0.8229973460089852
15,0.85,0.7946065758497478,0.7516603925131596,0.13,0.12250489496571082,0.09640818659096345,0.53,0.45700795586504966,0.28289586612629153,0.48,0.4418671826336332,0.32563878884434583,0.12,0.09471160553412786,0.07791588066286396
12,0.06,0.04330026636430383,0.025422658063206517,0.91,0.6965755083967978,0.6608728144577838,0.74,0.6041459999631259,0.3526466697216636,0.88,0.6182227540477031,0.45639093587623647,0.34,0.2893856235124087,0.16885031298018036
7,0.02,0.017157831980149293,0.00922197777511938,0.86,0.7086091373836638,0.42615018721052966,0.66,0.5857548813029159,0.5635297091063213,0.87,0.7372719205054143,0.7049638367313122,0.52,0.49279552161983753,0.46193250799205
9,0.65,0.49536527343950926,0.3291899642096928,0.42,0.32638594455067127,0.21130092641324502,0.92,0.7653074759181946,0.5915088298098529,0.81,0.6702400577856594,0.4788705287658096,0.62,0.47796442849065457,0.4675930491001365
10,0.16,0.15165814686911264,0.08614699238392508,0.79,0.6802267394686271,0.5948148760459715,0.71,0.5452610636385185,0.4822958312445629,0.5,0.3638201085567238,0.30445949565847225,0.03,0.02633435652457519,0.020733003124688607
9,0.75,0.6449184066310537,0.3332517637318101,0.34,0.26744282722442714,0.17058023353453208,0.25,0.18992853034742482,0.13308586731253644,0.57,0.4474926917424535,0.316519862933628,0.18,0.12778124040584887,0.11691364465295156
5,0.38,0.31323394957474554,0.2953632724874443,0.25,0.21777344031611084,0.18306594210122126,0.5,0.35325846711021797,0.2241433093644756,0.02,0.017946753519240896,0.011839638144988122,0.35,0.2995235615478605,0.2952477703361104
15,0.04,0.03153107493267128,0.021313952346286573,0.9,0.683496628600269,0.36356216232955496,0.64,0.5748415004731271,0.3165628461630024,0.03,0.021420147143569997,0.019896331603152816,0.82,0.7109094295604468,0.5960321870052702
5,0.48,0.3558035380103441,0.34771290784770537,0.64,0.5627028389390369,0.553386083115495,0.74,0.6671011217452862,0.4243775328445232,0.89,0.8042802889261547,0.6735565381720019,0.58,0.41083249874526867,0.2514869882206281
12,0.11,0.1017243862009708,0.06118187912289315,0.58,0.5614867470335314,0.44706456338372913,0.0,0.0,0.0,0.76,0.7515786125696249,0.5754862007583023,0.78,0.6573751025982236,0.6013952439773793
17,0.19,0.14759473619948313,0.12267928348603185,0.55,0.4957918821262726,0.4781772366805669,0.66,0.5322300615887203,0.5047739619431612,0.28,0.19905692740711384,0.10070706434660155,0.96,0.8648385710328912,0.47815211919586237
15,0.05,0.03964995676982351,0.020441967235762318,0.05,0.04146605397858646,0.03839005550344571,0.43,0.38297272575049424,0.36697490634346663,0.25,0.1936103039658686,0.15364122243689943,0.96,0.717013923589111,0.6696931542564784
9,0.57,0.4496543107137374,0.28049551253606225,0.53,0.5145971206850494,0.47856628736817197,0.6,0.5744738058116818,0.4209139590784833,0.49,0.474446723737466,0.24217403101745683,0.48,0.3775098161288787,0.19412959128822704
9,0.31,0.24841287771538545,0.19196636129822736,0.1,0.09038875260723198,0.07356349289871997,0.08,0.05939819551103085,0.04239446222658737,0.16,0.14895979857854813,0.12942782555562438,0.38,0.31309929827379407,0.1971691924158012
11,0.36,0.266913008894959,0.19508361192604592,0.39,0.38313843225767175,0.36580539703896253,0.03,0.026232636797722583,0.016111565883744256,0.74,0.6670667204573282,0.5953748766165174,0.85,0.6399678690967352,0.5748310781006358
8,0.03,0.028560265036294514,0.027419547856062355,0.82,0.7294375258280984,0.6494312910329639,0.5,0.44741675730482294,0.26375919650714763,0.79,0.5690504305414841,0.4774029374422604,0.32,0.23456591441768238,0.20209690855085607
9,0.21,0.1534843861298174,0.0947186632455322,0.37,0.36831481437423413,0.23611619395731442,0.36,0.2586375934126028,0.16502777507464655,0.67,0.6572932474214019,0.44690975402235195,0.66,0.4684359144285733,0.3023406736247283
10,0.32,0.2404376348507815,0.15730606430243527,0.9,0.8215200481086091,0.5951933560895684,0.6,0.5244937705949129,0.3226439825824461,0.59,0.5678088428001532,0.341714453799436,0.71,0.5110906168836135,0.28637018658469626
4,0.53,0.4525515703518209,0.3478006065234186,0.74,0.7047222554409188,0.4328077200354274,0.13,0.1158835830359872,0.08751772037464099,0.6,0.48856037867269925,0.24439048930461235,0.96,0.9026111914370529,0.49127479377561667
12,0.63,0.4606565373370794,0.37878242102480264,0.78,0.6307098633346898,0.5537421847400743,0.81,0.6652534108919825,0.5689969177654822,0.47,0.42121220061921744,0.2257279212806196,0.11,0.10172637157668232,0.09705062715942554
4,0.04,0.030564574977089295,0.018813594682324748,0.04,0.02849066706001853,0.023236212295125007,0.78,0.5608142711173398,0.30404659097147146,0.99,0.9049394134843285,0.6469679247996211,0.29,0.2054457809286736,0.17684188774636236
14,0.03,0.029971760210155615,0.01924526842221362,0.75,0.6225959178142784,0.5419455564601744,0.31,0.2516624499915775,0.20666830008683434,0.33,0.315725124960467,0.16954939876953412,0.52,0.5076934266333778,0.3549320757271729
16,0.48,0.4654304899889844,0.36173206238151634,0.78,0.599818477397217,0.5884437287505904,0.48,0.38727824273370653,0.21347049750277142,0.87,0.7166544341202582,0.5410305981913434,0.62,0.5606529041009694,0.31750690307671126
18,0.66,0.600928238824695,0.53419821747275,0.91,0.8342928649228445,0.762084657176297,0.72,0.6125044781937102,0.5578172704357864,0.27,0.2652704715056006,0.24588170935318054,0.85,0.6537144840573779,0.44232161665163783
20,0.74,0.6510728730815856,0.588727006281704,0.4,0.37901551739404926,0.37884506067009993,0.33,0.25080595067819433,0.17493275316141774,0.4,0.34788424520287375,0.29130311741656617,0.11,0.0974493020778737,0.05038987381898512
15,0.53,0.43743753178295636,0.4045256011101175,0.41,0.40028709891124664,0.3861786704273775,0.88,0.8769886667432776,0.5762573929800713,0.91,0.7452608992818147,0.511362877501771,0.21,0.19309958472919175,0.17968719135202765
4,0.88,0.6976482330723124,0.5123679070855246,0.81,0.7047070064144726,0.44978531125846766,0.74,0.5474005581808263,0.46209298946551497,0.0,0.0,0.0,0.27,0.22847465814981172,0.21701366644820203
18,0.43,0.4098304930535531,0.39802703157489894,0.37,0.30805462784268844,0.15902050172509505,0.58,0.574658208315702,0.5317895037266718,0.29,0.2404084716032068,0.12200660216262718,0.6,0.46916587035492674,0.3838841650366759
19,0.68,0.6159208933130399,0.4938047020508224,0.29,0.27443660986798585,0.17288070148356652,0.21,0.14703057483924895,0.10226434037074499,0.16,0.11760570070634921,0.11188840239767281,0.01,0.009785536491989164,0.0049607058476771
15,0.53,0.4629120377141949,0.256963121908844,0.55,0.5213587496341648,0.3408065599770384,0.12,0.11277184980585259,0.07948747047903043,0.59,0.41775605071293204,0.3470680555837098,0.24,0.21111018419822364,0.1383941632455643
10,0.4,0.2912900273748112,0.2080218626488752,0.27,0.20168603630891493,0.1213671219401267,0.92,0.9027860913474948,0.5567091079470835,0.96,0.8559219370694944,0.7057883798682033,0.39,0.3075269822439807,0.25087095697003914
3,0.09,0.0843128712130134,0.0472783137145944,0.63,0.6229334022243911,0.37608784875036766,0.03,0.029069441096412834,0.0235398635695346,0.3,0.2689885210221851,0.19597734276918155,0.84,0.6115199689169071,0.3292624728319793
5,0.02,0.01494781544221527,0.013575050152421893,0.03,0.02629736753158291,0.023300503910632916,0.41,0.3034545207026298,0.24399142736305585,0.42,0.3911557455373709,0.19631104050989334,0.14,0.12592062020569567,0.0953657838526144
20,0.82,0.7111466792613085,0.41791871229961497,0.58,0.4859126612320188,0.2579712555488102,0.51,0.5004249554220473,0.311459365964039,0.84,0.6595271488528767,0.5183332768879078,0.94,0.681962666541761,0.6584062498358553
20,0.11,0.0969629678833631,0.08786652691866711,0.64,0.5056800612836152,0.49990323272833903,0.84,0.763526153976875,0.4928829808276674,0.32,0.24965269217533903,0.13073723807718673,0.07,0.0498838200119237,0.025469046554330393
4,0.4,0.29242111631804163,0.2572867149722635,0.73,0.5251288982350358,0.5052083779022561,0.56,0.4372176989156647,0.26858662070341377,0.59,0.4653763043654676,0.26033464504104803,0.62,0.6026951027225091,0.4191174280666378
16,0.75,0.6226303114247721,0.6164760322894018,0.23,0.21487965695908043,0.11941302236779658,0.93,0.7841050552649469,0.6219797854348238,0.41,0.3198536672019337,0.23353184712641606,0.5,0.3987071831594437,0.35808786084075916
9,0.62,0.5684373424136691,0.423764968597812,0.54,0.5076133716800222,0.36044664179186947,0.82,0.6683594558179649,0.5302734730247266,0.41,0.3221436070757449,0.2535338837436727,0.94,0.7814663679222207,0.7521619484463258
6,0.16,0.14271652762474638,0.08531575857895728,0.45,0.44437336937412636,0.2735884859717337,0.99,0.7567099582076875,0.6201326328180047,0.34,0.25374444273484553,0.1577507270300244,0.99,0.8570465042070646,0.7174481406750848
13,0.86,0.6518072731913929,0.5176936531476763,0.45,0.4405381287723895,0.30714523743569755,0.15,0.13586563195607243,0.12163935180641752,0.12,0.10406122979455754,0.09080846422805568,1.0,0.9130454948552884,0.4868638313518897
7,0.84,0.6682170324735094,0.38278413761924224,0.34,0.298480987870121,0.1547185652319684,0.28,0.2375119084128556,0.14436740842452786,0.64,0.5152412695185411,0.3226508465945639,0.51,0.4942662571672354,0.47101645996723013
2,0.22,0.21094867867716402,0.12368687705681225,0.48,0.452943677742069,0.24898568141248553,0.42,0.30902222014089337,0.2860990574738789,0.79,0.6733234013276671,0.5467307789179091,0.76,0.6769296219137116,0.46915103547433995
17,0.0,0.0,0.0,0.31,0.22085118800915482,0.11937216452388852,0.7,0.6837270315175533,0.4412491632207546,0.13,0.12153597452406281,0.06556602007917965,0.29,0.27826888025295,0.20886308588180302
17,0.91,0.8262025294174568,0.7711839371904958,0.67,0.5938173269282472,0.42299507786416335,0.83,0.6041857497233865,0.3115012639611584,0.19,0.13923161810080503,0.1277558688420306,0.98,0.8693588715447751,0.4518127221785927
9,0.73,0.5284694660455019,0.31008475902484917,0.8,0.6059450097110484,0.5628187364291795,0.65,0.5420013687017586,0.5166263852406012,0.34,0.288315881559696,0.22948148619483416,0.11,0.10985564401625413,0.10324746357533965
9,0.06,0.04946383492175695,0.03847649470916308,0.02,0.017531821148708368,0.016387298964621107,0.99,0.7167520058340139,0.7139454465846723,0.02,0.019763647859548657,0.01159627941740888,0.46,0.38369399974519786,0.24842458333749048
9,0.95,0.9004399269236926,0.7991335609777316,0.86,0.6885153032540511,0.3549531729749079,0.39,0.30539494573108217,0.27009196085146747,0.16,0.11894203553044562,0.07355797146975954,0.15,0.11396947481764363,0.1114998036934298
5,0.44,0.37458637679577117,0.3479884177878765,0.96,0.9479255670534801,0.9062108975664581,0.11,0.09531540329621434,0.05122346033585887,0.81,0.7239740650242633,0.5508536871471748,0.07,0.061778448380031915,0.05204481999054526
16,0.64,0.5425849253957378,0.39231827896017357,0.24,0.19484631691003282,0.19319776526968707,0.54,0.5299009370637305,0.4334203812408164,0.46,0.3278169394264505,0.22153987648763185,0.51,0.4799777829446511,0.3023721616612517
14,0.64,0.4591821886767386,0.42957525792034945,0.68,0.5537774585173761,0.5115736975826657,0.16,0.15229597740610784,0.1200709654833767,0.88,0.8281914938601409,0.4751684261705793,0.89,0.7026903913458352,0.5835444039593063
11,0.62,0.5494035821761847,0.31626458312679184,0.17,0.15514122540953537,0.10649260378259416,0.49,0.3567454983956494,0.272406271157706,0.68,0.5312324606806278,0.3356160486877332,0.44,0.4283855957159377,0.27185424398590446
14,0.41,0.38766520099040613,0.28349916651949275,0.03,0.023702107251247252,0.023474860930589557,0.6,0.47039562662403467,0.2353382355999271,0.09,0.07720250001595752,0.06735228804898871,0.3,0.23770561506098606,0.21170444739394112
9,0.66,0.5816896909798318,0.43110769898657386,0.01,0.008868441414534554,0.006586227361984758,0.55,0.4032974135299844,0.25451693237760264,0.58,0.5546484049579462,0.4642151355658186,0.06,0.056874890989211384,0.03645289229546306
12,0.04,0.03299242304686845,0.02231210398752766,0.23,0.18674446986966559,0.17938963091607973,0.14,0.10054361973439735,0.09017057368566203,0.37,0.3697238345080108,0.26598124251740013,0.88,0.6845690805941825,0.5095436027511522
11,0.36,0.3209435403245796,0.20982722594222117,0.87,0.7869907954634598,0.5573342558403052,0.87,0.6574892396631133,0.40814892595380947,0.24,0.2056140814575968,0.20433337914487798,0.04,0.03930716851317031,0.02566971060497219
8,0.84,0.7473212548115534,0.4692875852043242,0.65,0.49222608091860565,0.27954915124869184,0.11,0.10166095462113339,0.07131916007817958,0.86,0.6136792608501583,0.43665475956816063,0.58,0.526030426495006,0.5117695245996043
15,0.09,0.0715144726024714,0.05525380236831946,0.87,0.7462247085754343,0.6632859259217785,0.74,0.5700550570362906,0.48463606916670254,0.64,0.6261043478217859,0.33573936047576053,0.72,0.5118405333231963,0.5072811669662012
10,0.82,0.746193618014599,0.6858295144077446,0.76,0.6296143802083627,0.5750689204874835,0.03,0.026677096464988958,0.024069059918430405,0.57,0.5103480852588127,0.4617386710606154,0.11,0.09106479051275057,0.06430010104497483
5,0.46,0.42669051819072934,0.39698769052472527,0.05,0.040745420538625295,0.03759368202067729,0.54,0.42010956862254173,0.36720328808666103,0.49,0.38431217037397325,0.2920309309685433,0.18,0.13408428451625776,0.06902764343044886
2,0.49,0.37085173449457337,0.30345850088842946,0.06,0.044200181502980454,0.03448781865559414,0.32,0.2976383408990091,0.2540716383970236,0.8,0.7391188041406384,0.5455159272608888,0.23,0.20864390629852514,0.10816279954870565
14,0.88,0.654674328855305,0.650996420670739,0.78,0.5929770517704462,0.3129157793471781,0.69,0.6798262440341701,0.34669917719220583,0.82,0.6318408578582395,0.45172433162340575,0.39,0.3624486586108767,0.23515253122958496
20,0.01,0.008092614771371784,0.007952098498438392,0.01,0.00806915038394079,0.006680009617960338,0.65,0.49269507213843444,0.3144576168910808,0.94,0.7389934973694058,0.5142536488835716,0.15,0.13701101565367638,0.07347683389670595
17,0.91,0.7424089228716044,0.5480715356108005,0.73,0.5183474464563371,0.4807014360618219,0.64,0.481635943205689,0.3922552664186072,0.65,0.6230103410732026,0.4240341584486729,0.93,0.7865128432879684,0.4027231281942884
15,0.74,0.6562105388980046,0.5983919719393028,0.44,0.4367043419585084,0.3489659804202614,0.58,0.46448831353905606,0.39340065174770467,0.68,0.4841547390362326,0.363115856148845,0.93,0.8599550621543492,0.4326210389452425
14,0.24,0.18309079204741158,0.1495990069665832,0.01,0.007127842957537727,0.006479244273812601,0.98,0.7362591730178166,0.6318468636758248,0.47,0.4234086054264813,0.3460163068789799,0.49,0.44157765453357267,0.2641555371209045
11,0.24,0.16802916564235607,0.10454952774225132,0.58,0.48210652476327037,0.46873598577248143,0.0,0.0,0.0,0.05,0.047205740270645793,0.024894568705549684,0.93,0.8879181316072778,0.5626617390290714
4,0.84,0.8215532590110536,0.5630673814468274,0.37,0.3517096434874159,0.2278156315605945,0.95,0.6696740816851796,0.6646830134653894,0.72,0.6551440027113128,0.49355275904525864,0.92,0.8331955454760941,0.4344765572222859
9,0.83,0.6312132047292307,0.3321722692066385,0.87,0.6712132299104746,0.5876550732717081,0.07,0.05465316850770824,0.034403903083627674,0.9,0.8509060193940177,0.8382389893503952,0.06,0.050342546913109215,0.02655712278723132
13,0.59,0.4800005305577991,0.34143403323127136,0.3,0.28054453696154963,0.2341312749019584,0.34,0.26891015078897906,0.14448106000723765,0.52,0.381129157629777,0.33410032061438955,0.77,0.5554956807966123,0.4399857618870495
10,0.9,0.6770248320605935,0.47846879419430616,0.32,0.283115765764579,0.1580889618333149,0.48,0.3743452325698341,0.3340496453385894,0.41,0.29357530969493434,0.1963521903021822,0.05,0.038296103852069024,0.02750821729877986
16,0.26,0.23952872113573664,0.12465313699613847,0.02,0.015894489942505845,0.015418090812068528,0.38,0.3451639266147708,0.2453856963524919,0.89,0.8254986641109839,0.6556263507381145,0.8,0.6657699800195905,0.608141573727502
1,0.74,0.7132794562061966,0.47396382909657614,0.12,0.1123516936617573,0.07162363861128247,0.35,0.34371722862263315,0.2612451482783288,0.29,0.2102259415382267,0.16230475506322534,0.73,0.7139047165949818,0.6922058872728809
9,0.3,0.25837470773014254,0.2171699549609084,0.66,0.4950541974322515,0.3659944499459071,0.3,0.213274537511198,0.17545766748453295,0.82,0.7165409578911741,0.5621329055371784,0.7,0.6251844809235834,0.5014328647829779
17,0.21,0.1946152786417298,0.19007314778730966,0.2,0.16643441708463844,0.16616871780371867,0.78,0.6125470794961513,0.44541459339516687,0.52,0.4398768720689049,0.31628197434236976,0.83,0.687270536442893,0.42959442473734644
16,0.75,0.6135941083618139,0.6081367487667153,0.1,0.09803244342432613,0.05717051998223224,0.45,0.3923511920405899,0.3181238716469617,0.25,0.23005209666004364,0.12618526658917137,0.66,0.5355396858803669,0.40360151537529965
13,0.83,0.715516157198106,0.6901736848214615,0.66,0.6303035524925961,0.3582948550511035,0.33,0.31711961263358984,0.204784648767446,0.95,0.6767924945220155,0.4719759451957489,0.35,0.28309279778037066,0.22443803189628742
16,0.7,0.6708843266104765,0.5101976501145857,0.81,0.6995934323841948,0.6358509682361889,0.37,0.33449693336854575,0.1938403092636515,0.44,0.38786248815859037,0.348900873594939,0.64,0.49637183695204823,0.3684236481581088
14,0.72,0.5825405294661474,0.5708153975906838,0.01,0.009852712179362611,0.009392822054387498,0.32,0.2741577694891405,0.20408891507883312,0.47,0.34760161871316736,0.338447654881221,0.58,0.5353317445993399,0.4153257960292684
18,0.57,0.4617008231818266,0.4211625419815946,0.42,0.38762794513458265,0.23805887812482904,0.59,0.44038224394879033,0.3787174746874661,0.02,0.0153237907284356,0.007944728101855588,0.03,0.025157647340109522,0.014781575339972751
18,0.39,0.3454237492275954,0.18840612336669554,0.06,0.046246078481050876,0.035102881490377866,0.1,0.07972929435269302,0.07380908962498135,0.65,0.5897636475391486,0.39416526326874884,0.27,0.24089613955087832,0.17780844990780142
13,0.73,0.5669549202657181,0.34734181205037035,0.83,0.7984473230736268,0.43307688520904053,0.84,0.8092031553721419,0.6223870957749392,0.59,0.41603943234241775,0.36217709312332846,0.48,0.38566513114005846,0.26802893466750727
18,0.46,0.43882750186683184,0.3141380071824953,0.48,0.4469559326853324,0.3725112445133931,0.77,0.5998834630565469,0.5579144551875564,0.09,0.08354574710233305,0.08139784198094738,0.62,0.4818410172722522,0.27152495281176064
16,0.02,0.017167879707544065,0.012308858042267855,0.13,0.09325492220708581,0.08422734032340957,0.81,0.7416739044012395,0.5054175746858363,0.8,0.584079163567265,0.3193436329793479,0.58,0.5341293202857691,0.5049442404471481
6,0.46,0.3270189128265725,0.2804228737177559,0.13,0.11872126371200029,0.10219136550325682,0.45,0.36690093196971435,0.19772439382446577,0.6,0.4395387396725785,0.23949212661745709,0.4,0.29467604521658264,0.2759886775919314
11,0.4,0.3482430989599724,0.3351907891959982,0.95,0.6651075994534247,0.6403158272246272,0.55,0.3891622303248419,0.2644681733074868,0.0,0.0,0.0,0.48,0.34090450907477937,0.25026115863878934
9,0.1,0.0966711902792165,0.08700856511978641,0.54,0.3997529885427339,0.37276194013970176,0.95,0.7192872142943878,0.5496092808642354,0.67,0.4830325351624816,0.3814898037176051,0.23,0.16252336628299566,0.11195845926318054
20,0.06,0.050157148823562724,0.029744569896361324,0.23,0.22114965752084786,0.114496442879087,0.66,0.47289671691072765,0.4674826954579744,0.04,0.038576196476162616,0.026258989160492352,0.37,0.3649617083005536,0.18842487277781428
20,0.45,0.3339989887855059,0.30832734999944783,0.24,0.23066254724893262,0.11664842526938095,0.92,0.7357894005227592,0.730171234789905,0.23,0.1978606448342003,0.17688313628242402,0.3,0.2278357296777825,0.15855634678926228
